#   4  200
#   G   0.000000000E+00
#   X   6.649836969E-01
#   M   1.329967394E+00
#   G   2.270396357E+00
# Ef    5.660193337E-01
# dble((kount-1._dp)*deltak), (eval(i),i=1,dimHsc)
# dimHsc    18
 0.00000000E+000  -4.87020378E+000  -4.48148229E+000  -3.78182710E+000  -2.20183161E+000  -1.40545111E+000  -1.32526839E+000  -1.12702446E+000  -6.90542136E-001   5.03571296E-001   1.24756100E+000   1.24756100E+000   1.68958446E+000   1.77217402E+000   1.96801111E+000   4.86508200E+000   4.86508200E+000   4.86508200E+000   4.86508200E+000
 1.13519818E-002  -4.86781522E+000  -4.47898034E+000  -3.78106832E+000  -2.20112243E+000  -1.40637605E+000  -1.32616650E+000  -1.12767687E+000  -6.89881229E-001   5.03913318E-001   1.24378743E+000   1.25048072E+000   1.69218253E+000   1.77442819E+000   1.96736119E+000   4.86433378E+000   4.86466494E+000   4.86508229E+000   4.86508230E+000
 2.27039636E-002  -4.86077637E+000  -4.47162500E+000  -3.77879015E+000  -2.19903691E+000  -1.40929409E+000  -1.32870444E+000  -1.12963170E+000  -6.87903987E-001   5.04951128E-001   1.23286194E+000   1.25923454E+000   1.69899513E+000   1.78178612E+000   1.96541392E+000   4.86226002E+000   4.86356294E+000   4.86508312E+000   4.86508315E+000
 3.40559454E-002  -4.84944307E+000  -4.45983674E+000  -3.77498723E+000  -2.19569126E+000  -1.41461965E+000  -1.33242736E+000  -1.13288178E+000  -6.84626229E-001   5.06721355E-001   1.21579942E+000   1.27380453E+000   1.70755329E+000   1.79572772E+000   1.96217679E+000   4.85933781E+000   4.86218910E+000   4.86508442E+000   4.86508449E+000
 4.54079271E-002  -4.83433088E+000  -4.44421862E+000  -3.76965080E+000  -2.19124873E+000  -1.42296174E+000  -1.33665603E+000  -1.13741519E+000  -6.80072182E-001   5.09288327E-001   1.19387143E+000   1.29415507E+000   1.71538641E+000   1.81749189E+000   1.95766230E+000   4.85625060E+000   4.86112445E+000   4.86508607E+000   4.86508618E+000
 5.67599089E-002  -4.81601500E+000  -4.42542968E+000  -3.76276832E+000  -2.18588182E+000  -1.43493878E+000  -1.34066872E+000  -1.14321537E+000  -6.74271191E-001   5.12744730E-001   1.16830257E+000   1.32022538E+000   1.72146133E+000   1.84693632E+000   1.95188791E+000   4.85374471E+000   4.86098158E+000   4.86508792E+000   4.86508806E+000
 6.81118907E-002  -4.79501944E+000  -4.40404420E+000  -3.75432172E+000  -2.17973343E+000  -1.45094087E+000  -1.34393626E+000  -1.15026119E+000  -6.67253218E-001   5.17206083E-001   1.14012730E+000   1.35192166E+000   1.72598971E+000   1.88286776E+000   1.94487614E+000   4.85247166E+000   4.86225813E+000   4.86508981E+000   4.86508995E+000
 7.94638725E-002  -4.77171782E+000  -4.38042544E+000  -3.74428368E+000  -2.17288725E+000  -1.47101063E+000  -1.34623993E+000  -1.15852712E+000  -6.59043695E-001   5.22796739E-001   1.11016679E+000   1.38911017E+000   1.72950487E+000   1.92398237E+000   1.93665468E+000   4.85284943E+000   4.86509156E+000   4.86509168E+000   4.86521251E+000
 9.08158543E-002  -4.74626658E+000  -4.35464003E+000  -3.73261154E+000  -2.16535473E+000  -1.49491077E+000  -1.34760550E+000  -1.16798334E+000  -6.49658791E-001   5.29628571E-001   1.07905773E+000   1.43161306E+000   1.73243101E+000   1.92725682E+000   1.96926199E+000   4.85497110E+000   4.86509300E+000   4.86509309E+000   4.86978916E+000
 1.02167836E-001  -4.71858520E+000  -4.32643127E+000  -3.71923891E+000  -2.15708111E+000  -1.52226340E+000  -1.34816832E+000  -1.17859597E+000  -6.39102324E-001   5.37777203E-001   1.04729077E+000   1.47920757E+000   1.73503889E+000   1.91672237E+000   2.01797574E+000   4.85857938E+000   4.86509402E+000   4.86509405E+000   4.87560869E+000
