#   5  200
#   G   0.000000000E+00
#   A   5.927533309E-01
#   B   1.185506662E+00
#   N   1.778259993E+00
#   G   2.371013323E+00
# Ef    7.196734172E-01
# dble((kount-1._dp)*deltak), (eval(i),i=1,dimHsc)
# dimHsc    18
 0.00000000E+000   4.87779847E-001   4.87779848E-001   5.64010344E-001   5.64010345E-001   9.38561324E-001   9.38561324E-001   9.99160516E-001   9.99160518E-001   1.00520450E+000   1.00520451E+000   1.09900618E+000   1.09900618E+000   1.71365693E+000   1.71365693E+000   1.98855778E+000   1.98855778E+000   1.98855778E+000   1.98855778E+000
 1.18550666E-002   4.88112212E-001   4.88112212E-001   5.64126628E-001   5.64126629E-001   9.38586220E-001   9.38586221E-001   9.99051938E-001   9.99051940E-001   1.00509752E+000   1.00509753E+000   1.09880200E+000   1.09880200E+000   1.71350662E+000   1.71350662E+000   1.98823005E+000   1.98823005E+000   1.98840459E+000   1.98840459E+000
 2.37101332E-002   4.89099955E-001   4.89099956E-001   5.64483277E-001   5.64483278E-001   9.38661394E-001   9.38661394E-001   9.98707665E-001   9.98707667E-001   1.00479620E+000   1.00479620E+000   1.09819039E+000   1.09819039E+000   1.71305608E+000   1.71305608E+000   1.98724731E+000   1.98724731E+000   1.98794547E+000   1.98794547E+000
 3.55651999E-002   4.90714508E-001   4.90714508E-001   5.65104194E-001   5.65104195E-001   9.38788293E-001   9.38788294E-001   9.98074434E-001   9.98074435E-001   1.00435702E+000   1.00435703E+000   1.09717423E+000   1.09717423E+000   1.71230656E+000   1.71230656E+000   1.98561088E+000   1.98561088E+000   1.98718182E+000   1.98718182E+000
 4.74202665E-002   4.92906594E-001   4.92906595E-001   5.66030877E-001   5.66030878E-001   9.38969327E-001   9.38969328E-001   9.97077351E-001   9.97077352E-001   1.00386027E+000   1.00386027E+000   1.09575824E+000   1.09575825E+000   1.71126014E+000   1.71126014E+000   1.98332297E+000   1.98332297E+000   1.98611595E+000   1.98611595E+000
 5.92753331E-002   4.95604045E-001   4.95604045E-001   5.67324595E-001   5.67324596E-001   9.39207851E-001   9.39207852E-001   9.95649746E-001   9.95649747E-001   1.00338012E+000   1.00338012E+000   1.09394904E+000   1.09394905E+000   1.70991973E+000   1.70991973E+000   1.98038669E+000   1.98038669E+000   1.98475110E+000   1.98475110E+000
 7.11303997E-002   4.98709574E-001   4.98709575E-001   5.69068601E-001   5.69068602E-001   9.39508143E-001   9.39508143E-001   9.93761644E-001   9.93761645E-001   1.00295620E+000   1.00295620E+000   1.09175504E+000   1.09175504E+000   1.70828909E+000   1.70828909E+000   1.97680600E+000   1.97680600E+000   1.98309147E+000   1.98309147E+000
 8.29854663E-002   5.02099932E-001   5.02099932E-001   5.71368964E-001   5.71368966E-001   9.39875354E-001   9.39875355E-001   9.91420867E-001   9.91420868E-001   1.00259250E+000   1.00259250E+000   1.08918642E+000   1.08918642E+000   1.70637285E+000   1.70637285E+000   1.97258579E+000   1.97258579E+000   1.98114216E+000   1.98114216E+000
 9.48405329E-002   5.05628743E-001   5.05628743E-001   5.74351700E-001   5.74351702E-001   9.40315420E-001   9.40315421E-001   9.88654928E-001   9.88654929E-001   1.00227551E+000   1.00227551E+000   1.08625505E+000   1.08625505E+000   1.70417651E+000   1.70417651E+000   1.96773182E+000   1.96773182E+000   1.97890925E+000   1.97890925E+000
 1.06695600E-001   5.09135850E-001   5.09135851E-001   5.78153388E-001   5.78153389E-001   9.40834875E-001   9.40834876E-001   9.85496329E-001   9.85496330E-001   1.00198914E+000   1.00198914E+000   1.08297447E+000   1.08297447E+000   1.70170647E+000   1.70170647E+000   1.96225075E+000   1.96225075E+000   1.97639974E+000   1.97639974E+000
 1.18550666E-001   5.12464504E-001   5.12464504E-001   5.82903922E-001   5.82903923E-001   9.41440481E-001   9.41440481E-001   9.81977227E-001   9.81977228E-001   1.00172035E+000   1.00172035E+000   1.07935976E+000   1.07935976E+000   1.69897004E+000   1.69897004E+000   1.95615014E+000   1.95615014E+000   1.97362159E+000   1.97362159E+000
 1.30405733E-001   5.15483409E-001   5.15483410E-001   5.88704384E-001   5.88704385E-001   9.42138414E-001   9.42138414E-001   9.78129524E-001   9.78129525E-001   1.00145991E+000   1.00145991E+000   1.07542747E+000   1.07542747E+000   1.69597543E+000   1.69597543E+000   1.94943843E+000   1.94943843E+000   1.97058372E+000   1.97058372E+000
 1.42260799E-001   5.18105532E-001   5.18105533E-001   5.95608130E-001   5.95608131E-001   9.42932410E-001   9.42932411E-001   9.73987527E-001   9.73987528E-001   1.00120160E+000   1.00120160E+000   1.07119559E+000   1.07119559E+000   1.69273179E+000   1.69273179E+000   1.94212496E+000   1.94212496E+000   1.96729599E+000   1.96729599E+000
 1.54115866E-001   5.20295120E-001   5.20295121E-001   6.03613613E-001   6.03613614E-001   9.43819046E-001   9.43819046E-001   9.69593623E-001   9.69593624E-001   1.00094131E+000   1.00094131E+000   1.06668339E+000   1.06668339E+000   1.68924922E+000   1.68924922E+000   1.93421997E+000   1.93421997E+000   1.96376921E+000   1.96376921E+000
 1.65970933E-001   5.22060883E-001   5.22060884E-001   6.12671013E-001   6.12671014E-001   9.44773988E-001   9.44773988E-001   9.65012822E-001   9.65012823E-001   1.00067632E+000   1.00067632E+000   1.06191142E+000   1.06191142E+000   1.68553873E+000   1.68553873E+000   1.92573459E+000   1.92573459E+000   1.96001513E+000   1.96001513E+000
 1.77825999E-001   5.23440940E-001   5.23440940E-001   6.22697037E-001   6.22697038E-001   9.45703426E-001   9.45703426E-001   9.60381962E-001   9.60381962E-001   1.00040480E+000   1.00040480E+000   1.05690144E+000   1.05690144E+000   1.68161233E+000   1.68161233E+000   1.91668081E+000   1.91668081E+000   1.95604641E+000   1.95604641E+000
 1.89681066E-001   5.24487301E-001   5.24487302E-001   6.33590110E-001   6.33590111E-001   9.46231753E-001   9.46231753E-001   9.56122556E-001   9.56122557E-001   1.00012540E+000   1.00012540E+000   1.05167638E+000   1.05167638E+000   1.67748291E+000   1.67748291E+000   1.90707152E+000   1.90707152E+000   1.95187666E+000   1.95187666E+000
 2.01536132E-001   5.25254541E-001   5.25254542E-001   6.45241310E-001   6.45241311E-001   9.45033164E-001   9.45033165E-001   9.53609704E-001   9.53609704E-001   9.99836917E-001   9.99836918E-001   1.04626045E+000   1.04626045E+000   1.67316432E+000   1.67316432E+000   1.89692046E+000   1.89692046E+000   1.94752036E+000   1.94752036E+000
 2.13391199E-001   5.25793425E-001   5.25793426E-001   6.57540242E-001   6.57540243E-001   9.41166309E-001   9.41166310E-001   9.53837915E-001   9.53837915E-001   9.99537908E-001   9.99537909E-001   1.04067929E+000   1.04067929E+000   1.66867133E+000   1.66867133E+000   1.88624223E+000   1.88624223E+000   1.94299284E+000   1.94299284E+000
 2.25246266E-001   5.26148257E-001   5.26148258E-001   6.70377114E-001   6.70377115E-001   9.36024977E-001   9.36024978E-001   9.55470926E-001   9.55470926E-001   9.99226105E-001   9.99226106E-001   1.03496053E+000   1.03496053E+000   1.66401958E+000   1.66401958E+000   1.87505225E+000   1.87505225E+000   1.93831029E+000   1.93831029E+000
 2.37101332E-001   5.26356398E-001   5.26356399E-001   6.83642561E-001   6.83642562E-001   9.30421840E-001   9.30421841E-001   9.57758385E-001   9.57758386E-001   9.98897278E-001   9.98897279E-001   1.02913493E+000   1.02913494E+000   1.65922557E+000   1.65922557E+000   1.86336679E+000   1.86336679E+000   1.93348968E+000   1.93348968E+000
 2.48956399E-001   5.26448807E-001   5.26448808E-001   6.97226389E-001   6.97226390E-001   9.24595759E-001   9.24595760E-001   9.60528801E-001   9.60528802E-001   9.98542614E-001   9.98542616E-001   1.02323935E+000   1.02323935E+000   1.65430662E+000   1.65430662E+000   1.85120289E+000   1.85120289E+000   1.92854873E+000   1.92854873E+000
 2.60811466E-001   5.26450941E-001   5.26450942E-001   7.11015984E-001   7.11015985E-001   9.18641055E-001   9.18641056E-001   9.63759972E-001   9.63759972E-001   9.98141580E-001   9.98141581E-001   1.01732466E+000   1.01732466E+000   1.64928084E+000   1.64928084E+000   1.83857839E+000   1.83857839E+000   1.92350586E+000   1.92350586E+000
 2.72666532E-001   5.26383688E-001   5.26383689E-001   7.24894834E-001   7.24894835E-001   9.12611333E-001   9.12611334E-001   9.67473320E-001   9.67473320E-001   9.97638199E-001   9.97638200E-001   1.01148177E+000   1.01148177E+000   1.64416705E+000   1.64416705E+000   1.82551187E+000   1.82551187E+000   1.91838015E+000   1.91838015E+000
 2.84521599E-001   5.26264198E-001   5.26264199E-001   7.38741485E-001   7.38741486E-001   9.06545936E-001   9.06545937E-001   9.71700798E-001   9.71700798E-001   9.96841871E-001   9.96841872E-001   1.00594749E+000   1.00594749E+000   1.63898471E+000   1.63898471E+000   1.81202268E+000   1.81202268E+000   1.91319123E+000   1.91319123E+000
 2.96376665E-001   5.26106572E-001   5.26106573E-001   7.52429262E-001   7.52429263E-001   9.00478449E-001   9.00478450E-001   9.76449713E-001   9.76449714E-001   9.95022058E-001   9.95022058E-001   1.00153600E+000   1.00153600E+000   1.63375389E+000   1.63375389E+000   1.79813086E+000   1.79813086E+000   1.90795924E+000   1.90795924E+000
 3.08231732E-001   5.25922410E-001   5.25922410E-001   7.65827063E-001   7.65827064E-001   8.94440159E-001   8.94440160E-001   9.81519851E-001   9.81519851E-001   9.91284262E-001   9.91284263E-001   9.99440812E-001   9.99440813E-001   1.62849519E+000   1.62849519E+000   1.78385719E+000   1.78385719E+000   1.90270479E+000   1.90270479E+000
 3.20086799E-001   5.25721246E-001   5.25721246E-001   7.78801463E-001   7.78801463E-001   8.88462026E-001   8.88462027E-001   9.83608501E-001   9.83608502E-001   9.89753826E-001   9.89753826E-001   9.98941300E-001   9.98941301E-001   1.62322961E+000   1.62322961E+000   1.76922314E+000   1.76922314E+000   1.89744879E+000   1.89744879E+000
 3.31941865E-001   5.25510892E-001   5.25510893E-001   7.91220032E-001   7.91220033E-001   8.82576626E-001   8.82576627E-001   9.78927480E-001   9.78927481E-001   9.94061240E-001   9.94061240E-001   1.00029468E+000   1.00029468E+000   1.61797851E+000   1.61797851E+000   1.75425091E+000   1.75425091E+000   1.89221245E+000   1.89221245E+000
 3.43796932E-001   5.25297706E-001   5.25297707E-001   8.02954802E-001   8.02954803E-001   8.76821374E-001   8.76821375E-001   9.73354367E-001   9.73354369E-001   9.95775679E-001   9.95775680E-001   1.00614412E+000   1.00614412E+000   1.61276351E+000   1.61276351E+000   1.73896344E+000   1.73896344E+000   1.88701713E+000   1.88701713E+000
